"Id"	"Pk"	"RT"	"Area"	"Ref"	"CAS"	"Qual"
"LibSrch_30"	20	9.451	0.86	62421	"023986-74-5"	95
"LibSrch_30"	20	9.451	0.86	62246	"003856-25-5"	87
"LibSrch_30"	20	9.451	0.86	62285	"017699-14-8"	80
"LibSrch_30"	21	9.507	1.61	62291	"010208-80-7"	93
"LibSrch_30"	21	9.507	1.61	62528	"030021-74-0"	93
"LibSrch_30"	21	9.507	1.61	62470	"031983-22-9"	92
"LibSrch_30"	22	9.539	0.99	62379	"150320-52-8"	93
"LibSrch_30"	22	9.539	0.99	62445	"005951-67-7"	83
"LibSrch_30"	22	9.539	0.99	62525	"030021-74-0"	81
"LibSrch_30"	23	9.628	3.06	62439	"000483-76-1"	98
"LibSrch_30"	23	9.628	3.06	62440	"000483-76-1"	89
"LibSrch_30"	23	9.628	3.06	62438	"000483-76-1"	89
"LibSrch_30"	24	9.668	16.05	62507	"004630-07-3"	70
"LibSrch_30"	24	9.668	16.05	62525	"030021-74-0"	70
"LibSrch_30"	24	9.668	16.05	62523	"039029-41-9"	64
"LibSrch_30"	25	9.748	1.05	62407	"016728-99-7"	87
"LibSrch_30"	25	9.748	1.05	62408	"016728-99-7"	87
"LibSrch_30"	25	9.748	1.05	62439	"000483-76-1"	72
"LibSrch_30"	26	10.076	5.81	76518	"072120-50-4"	58
"LibSrch_30"	26	10.076	5.81	64722	"1000303-70-3"	30
"LibSrch_30"	26	10.076	5.81	10449	"054829-98-0"	30
"LibSrch_30"	27	10.397	0.72	62407	"016728-99-7"	91
"LibSrch_30"	27	10.397	0.72	62408	"016728-99-7"	91
"LibSrch_30"	27	10.397	0.72	62368	"005989-08-2"	46
"LibSrch_30"	28	10.493	0.61	62257	"001405-16-9"	58
"LibSrch_30"	28	10.493	0.61	62515	"087064-18-4"	50
"LibSrch_30"	28	10.493	0.61	62528	"030021-74-0"	46
"LibSrch_30"	29	10.573	0.35	62515	"087064-18-4"	46
"LibSrch_30"	29	10.573	0.35	62528	"030021-74-0"	45
"LibSrch_30"	29	10.573	0.35	62523	"039029-41-9"	45
"LibSrch_30"	30	13.266	0.64	103513	"069751-56-0"	43
"LibSrch_30"	30	13.266	0.64	103470	"000510-70-3"	43
"LibSrch_30"	30	13.266	0.64	103193	"022353-70-4"	43
"LibSrch_30"	31	13.828	0.4	10462	"056980-32-6"	43
"LibSrch_30"	31	13.828	0.4	133805	"000150-86-7"	43
"LibSrch_30"	31	13.828	0.4	47521	"002855-19-8"	35
"LibSrch_30"	32	14.469	0.39	115371	"1000160-76-4"	58
"LibSrch_30"	32	14.469	0.39	114710	"064060-28-2"	58
"LibSrch_30"	32	14.469	0.39	54404	"000944-95-6"	47
"LibSrch_30"	33	15.174	1.33	114342	"098301-98-5"	46
"LibSrch_30"	33	15.174	1.33	114356	"1000111-31-3"	46
"LibSrch_30"	33	15.174	1.33	114024	"1000318-49-1"	38
"LibSrch_30"	34	15.254	0.64	21348	"094400-10-9"	12
"LibSrch_30"	34	15.254	0.64	123520	"052512-35-3"	10
"LibSrch_30"	34	15.254	0.64	14672	"000538-93-2"	9
"LibSrch_30"	35	15.703	0.76	149061	"003513-69-7"	89
"LibSrch_30"	35	15.703	0.76	149067	"001686-54-0"	43
"LibSrch_30"	35	15.703	0.76	149063	"003730-56-1"	25
"LibSrch_30"	36	15.912	0.41	64555	"1000120-36-6"	22
"LibSrch_30"	36	15.912	0.41	64750	"037945-37-2"	9
"LibSrch_30"	36	15.912	0.41	64716	"028916-00-9"	9
"LibSrch_31"	1	5.283	1.13	15517	"007785-70-8"	93
"LibSrch_31"	1	5.283	1.13	15500	"000127-91-3"	93
"LibSrch_31"	1	5.283	1.13	15707	"002437-95-8"	90
"LibSrch_31"	2	5.355	0.89	15655	"000099-84-3"	87
"LibSrch_31"	2	5.355	0.89	15716	"068998-21-0"	86
"LibSrch_31"	2	5.355	0.89	15615	"003338-55-4"	80
"LibSrch_31"	3	5.804	0.61	15663	"000499-97-8"	53
"LibSrch_31"	3	5.804	0.61	15655	"000099-84-3"	52
"LibSrch_31"	3	5.804	0.61	15530	"000555-10-2"	47
"LibSrch_31"	4	7.495	28.3	16250	"000099-89-8"	96
"LibSrch_31"	4	7.495	28.3	16236	"001687-64-5"	90
"LibSrch_31"	4	7.495	28.3	16255	"000618-45-1"	90
"LibSrch_31"	5	7.968	8.61	56274	"000076-49-3"	97
"LibSrch_31"	5	7.968	8.61	56370	"092618-89-8"	96
"LibSrch_31"	5	7.968	8.61	56372	"092618-89-8"	93
"LibSrch_31"	6	8.433	0.76	62286	"017699-14-8"	64
"LibSrch_31"	6	8.433	0.76	31232	"000086-95-3"	64
"LibSrch_31"	6	8.433	0.76	62441	"000483-76-1"	35
"LibSrch_31"	7	8.689	0.75	62244	"003856-25-5"	98
"LibSrch_31"	7	8.689	0.75	62415	"000483-75-0"	72
"LibSrch_31"	7	8.689	0.75	62246	"003856-25-5"	72
"LibSrch_31"	8	8.754	1.27	62562	"013744-15-5"	97
"LibSrch_31"	8	8.754	1.27	62563	"013744-15-5"	90
"LibSrch_31"	8	8.754	1.27	62553	"017334-55-3"	81
"LibSrch_31"	9	9.05	11.11	62261	"000087-44-5"	98
"LibSrch_31"	9	9.05	11.11	62432	"000118-65-0"	91
"LibSrch_31"	9	9.05	11.11	62378	"242794-76-9"	86
"LibSrch_31"	10	9.291	1.66	62311	"006753-98-6"	96
"LibSrch_31"	10	9.291	1.66	62361	"1000062-61-9"	91
"LibSrch_31"	10	9.291	1.66	62312	"006753-98-6"	87
"LibSrch_31"	11	9.363	0.8	62421	"023986-74-5"	95
"LibSrch_31"	11	9.363	0.8	62246	"003856-25-5"	86
"LibSrch_31"	11	9.363	0.8	62441	"000483-76-1"	86
"LibSrch_31"	12	9.451	2.04	62562	"013744-15-5"	95
"LibSrch_31"	12	9.451	2.04	62421	"023986-74-5"	93
"LibSrch_31"	12	9.451	2.04	62246	"003856-25-5"	91
"LibSrch_31"	13	9.507	1.01	62470	"031983-22-9"	93
"LibSrch_31"	13	9.507	1.01	62503	"005951-61-1"	89
"LibSrch_31"	13	9.507	1.01	62490	"017627-24-6"	86
"LibSrch_31"	14	9.539	0.59	62421	"023986-74-5"	95
"LibSrch_31"	14	9.539	0.59	62523	"039029-41-9"	93
"LibSrch_31"	14	9.539	0.59	62445	"005951-67-7"	92
"LibSrch_31"	15	9.627	4.95	62439	"000483-76-1"	98
"LibSrch_31"	15	9.627	4.95	62441	"000483-76-1"	94
"LibSrch_31"	15	9.627	4.95	62440	"000483-76-1"	93
"LibSrch_31"	16	9.675	8.41	62438	"000483-76-1"	89
"LibSrch_31"	16	9.675	8.41	62530	"030021-74-0"	70
"LibSrch_31"	16	9.675	8.41	62525	"030021-74-0"	70
"LibSrch_31"	17	9.772	0.71	62491	"024406-05-1"	87
"LibSrch_31"	17	9.772	0.71	62291	"010208-80-7"	83
"LibSrch_31"	17	9.772	0.71	62490	"017627-24-6"	78
"LibSrch_31"	18	10.084	15.37	116969	"1000105-83-1"	47
"LibSrch_31"	18	10.084	15.37	76518	"072120-50-4"	46
"LibSrch_31"	18	10.084	15.37	34376	"1000185-18-1"	35
"LibSrch_31"	19	10.397	0.6	62408	"016728-99-7"	86
"LibSrch_31"	19	10.397	0.6	62407	"016728-99-7"	76
"LibSrch_31"	19	10.397	0.6	62306	"1000140-08-0"	64
"LibSrch_31"	20	10.493	1.52	62528	"030021-74-0"	93
"LibSrch_31"	20	10.493	1.52	62525	"030021-74-0"	91
"LibSrch_31"	20	10.493	1.52	62379	"150320-52-8"	86
"LibSrch_31"	21	10.573	1.25	76472	"000481-34-5"	99
"LibSrch_31"	21	10.573	1.25	62515	"087064-18-4"	70
"LibSrch_31"	21	10.573	1.25	76471	"019912-62-0"	56
"LibSrch_31"	22	10.717	5.38	62527	"022567-17-5"	81
"LibSrch_31"	22	10.717	5.38	62534	"000489-29-2"	70
"LibSrch_31"	22	10.717	5.38	62518	"000473-13-2"	64
"LibSrch_31"	23	13.266	0.56	115468	"001686-67-5"	64
"LibSrch_31"	23	13.266	0.56	103527	"003518-04-5"	43
"LibSrch_31"	23	13.266	0.56	103531	"066463-26-1"	43
"LibSrch_31"	24	15.174	1.12	126238	"031262-37-0"	38
"LibSrch_31"	24	15.174	1.12	126088	"095797-98-1"	25
"LibSrch_31"	24	15.174	1.12	125864	"082652-19-5"	25
"LibSrch_31"	25	15.695	0.61	149061	"003513-69-7"	66
"LibSrch_31"	25	15.695	0.61	64458	"339352-50-0"	16
"LibSrch_31"	25	15.695	0.61	64750	"037945-37-2"	14
"LibSrch_32"	1	4.778	1.6	15517	"007785-70-8"	95
"LibSrch_32"	1	4.778	1.6	15707	"002437-95-8"	94
"LibSrch_32"	1	4.778	1.6	15645	"004889-83-2"	91
"LibSrch_32"	2	4.866	1.2	15480	"013466-78-9"	64
"LibSrch_32"	2	4.866	1.2	15517	"007785-70-8"	62
"LibSrch_32"	2	4.866	1.2	15706	"002867-05-2"	58
"LibSrch_32"	3	4.986	0.87	15481	"000079-92-5"	90
"LibSrch_32"	3	4.986	0.87	15490	"000079-92-5"	90
"LibSrch_32"	3	4.986	0.87	15704	"003387-41-5"	83
"LibSrch_32"	4	5.067	0.72	15490	"000079-92-5"	50
"LibSrch_32"	4	5.067	0.72	15717	"005794-03-6"	47
"LibSrch_32"	4	5.067	0.72	15605	"029548-02-5"	46
"LibSrch_32"	5	5.275	4.09	15500	"000127-91-3"	96
"LibSrch_32"	5	5.275	4.09	15721	"018172-67-3"	95
"LibSrch_32"	5	5.275	4.09	15517	"007785-70-8"	94
"LibSrch_32"	6	5.347	3.05	15517	"007785-70-8"	94
"LibSrch_32"	6	5.347	3.05	15707	"002437-95-8"	93
"LibSrch_32"	6	5.347	3.05	15655	"000099-84-3"	91
"LibSrch_32"	7	5.556	1.22	15686	"000099-85-4"	95
"LibSrch_32"	7	5.556	1.22	15514	"007785-26-4"	91
"LibSrch_32"	7	5.556	1.22	15515	"007785-70-8"	91
"LibSrch_32"	8	5.612	0.86	15514	"007785-26-4"	72
"LibSrch_32"	8	5.612	0.86	15655	"000099-84-3"	72
"LibSrch_32"	8	5.612	0.86	15485	"013466-78-9"	68
"LibSrch_32"	9	5.756	1.09	15493	"005989-27-5"	83
"LibSrch_32"	9	5.756	1.09	15478	"000138-86-3"	76
"LibSrch_32"	9	5.756	1.09	15580	"003760-14-3"	70
"LibSrch_32"	10	5.804	2.49	15655	"000099-84-3"	74
"LibSrch_32"	10	5.804	2.49	15700	"000498-15-7"	74
"LibSrch_32"	10	5.804	2.49	15663	"000499-97-8"	68
"LibSrch_32"	11	7.022	4.51	10971	"000118-71-8"	53
"LibSrch_32"	11	7.022	4.51	11004	"000067-47-0"	49
"LibSrch_32"	11	7.022	4.51	10969	"000118-71-8"	40
"LibSrch_32"	12	7.495	27.42	16250	"000099-89-8"	97
"LibSrch_32"	12	7.495	27.42	16258	"000618-45-1"	91
"LibSrch_32"	12	7.495	27.42	16255	"000618-45-1"	90
"LibSrch_32"	13	7.968	13.92	56274	"000076-49-3"	99
"LibSrch_32"	13	7.968	13.92	56370	"092618-89-8"	95
"LibSrch_32"	13	7.968	13.92	56390	"005655-61-8"	93
"LibSrch_32"	14	9.05	14.53	62261	"000087-44-5"	98
"LibSrch_32"	14	9.05	14.53	62263	"000087-44-5"	87
"LibSrch_32"	14	9.05	14.53	62264	"000087-44-5"	83
"LibSrch_32"	15	9.299	1.79	62311	"006753-98-6"	95
"LibSrch_32"	15	9.299	1.79	15573	"000502-99-8"	62
"LibSrch_32"	15	9.299	1.79	62310	"006753-98-6"	60
"LibSrch_32"	16	9.467	1.32	62400	"1000192-43-5"	87
"LibSrch_32"	16	9.467	1.32	62451	"000515-17-3"	86
"LibSrch_32"	16	9.467	1.32	62251	"1000162-76-8"	76
"LibSrch_32"	17	9.587	0.7	62260	"109119-91-7"	70
"LibSrch_32"	17	9.587	0.7	62536	"025246-27-9"	52
"LibSrch_32"	17	9.587	0.7	62417	"1000104-20-1"	42
"LibSrch_32"	18	9.627	0.57	62439	"000483-76-1"	94
"LibSrch_32"	18	9.627	0.57	62442	"000483-76-1"	94
"LibSrch_32"	18	9.627	0.57	62497	"000523-47-7"	93
"LibSrch_32"	19	10.084	1.07	76518	"072120-50-4"	59
"LibSrch_32"	19	10.084	1.07	34376	"1000185-18-1"	38
"LibSrch_32"	19	10.084	1.07	62561	"005208-59-3"	38
"LibSrch_32"	20	10.421	0.44	62384	"1000140-07-4"	95
"LibSrch_32"	20	10.421	0.44	62494	"003691-11-0"	95
"LibSrch_32"	20	10.421	0.44	62389	"072747-25-2"	64
"LibSrch_32"	21	10.717	14.06	62506	"005951-61-1"	84
"LibSrch_32"	21	10.717	14.06	62518	"000473-13-2"	70
"LibSrch_32"	21	10.717	14.06	62532	"020071-49-2"	70
"LibSrch_32"	22	13.266	0.55	115466	"000511-02-4"	91
"LibSrch_32"	22	13.266	0.55	115468	"001686-67-5"	76
"LibSrch_32"	22	13.266	0.55	115470	"001686-67-5"	74
"LibSrch_32"	23	13.875	0.41	133805	"000150-86-7"	32
"LibSrch_32"	23	13.875	0.41	10076	"013337-79-6"	11
"LibSrch_32"	23	13.875	0.41	98086	"035365-59-4"	10
"LibSrch_32"	24	15.174	1.06	126323	"000622-21-9"	46
"LibSrch_32"	24	15.174	1.06	126339	"006673-73-0"	46
"LibSrch_32"	24	15.174	1.06	125864	"082652-19-5"	38
"LibSrch_32"	25	15.703	0.46	148996	"000127-25-3"	38
"LibSrch_32"	25	15.703	0.46	149057	"015798-13-7"	25
"LibSrch_32"	25	15.703	0.46	149050	"041298-29-7"	22
"LibSrch_33"	1	4.033	0.55	351	"000075-00-3"	4
"LibSrch_33"	1	4.033	0.55	401	"007637-07-2"	2
"LibSrch_33"	1	4.033	0.55	19038	"000109-63-7"	2
"LibSrch_33"	2	5.275	2.25	15500	"000127-91-3"	96
"LibSrch_33"	2	5.275	2.25	15721	"018172-67-3"	95
"LibSrch_33"	2	5.275	2.25	15517	"007785-70-8"	93
"LibSrch_33"	3	5.347	2.21	15707	"002437-95-8"	91
"LibSrch_33"	3	5.347	2.21	15517	"007785-70-8"	91
"LibSrch_33"	3	5.347	2.21	15500	"000127-91-3"	76
"LibSrch_33"	4	5.796	0.98	15684	"000099-85-4"	87
"LibSrch_33"	4	5.796	0.98	15655	"000099-84-3"	87
"LibSrch_33"	4	5.796	0.98	15683	"000508-32-7"	80
"LibSrch_33"	5	7.495	28.38	16250	"000099-89-8"	96
"LibSrch_33"	5	7.495	28.38	16256	"000099-89-8"	91
"LibSrch_33"	5	7.495	28.38	16258	"000618-45-1"	91
"LibSrch_33"	6	7.968	1.81	56370	"092618-89-8"	91
"LibSrch_33"	6	7.968	1.81	56275	"000076-49-3"	89
"LibSrch_33"	6	7.968	1.81	56283	"000125-12-2"	68
"LibSrch_33"	7	8.024	1.41	16258	"000618-45-1"	59
"LibSrch_33"	7	8.024	1.41	15633	"004724-89-4"	59
"LibSrch_33"	7	8.024	1.41	16257	"000088-69-7"	59
"LibSrch_33"	8	8.441	0.99	62283	"017699-14-8"	93
"LibSrch_33"	8	8.441	0.99	62285	"017699-14-8"	76
"LibSrch_33"	8	8.441	0.99	62246	"003856-25-5"	72
"LibSrch_33"	9	8.69	1.09	62246	"003856-25-5"	97
"LibSrch_33"	9	8.69	1.09	62245	"003856-25-5"	91
"LibSrch_33"	9	8.69	1.09	62285	"017699-14-8"	87
"LibSrch_33"	10	8.754	1.32	62421	"023986-74-5"	94
"LibSrch_33"	10	8.754	1.32	62563	"013744-15-5"	91
"LibSrch_33"	10	8.754	1.32	62528	"030021-74-0"	87
"LibSrch_33"	11	9.05	18.95	62261	"000087-44-5"	96
"LibSrch_33"	11	9.05	18.95	62264	"000087-44-5"	74
"LibSrch_33"	11	9.05	18.95	62432	"000118-65-0"	62
"LibSrch_33"	12	9.291	2.23	62311	"006753-98-6"	96
"LibSrch_33"	12	9.291	2.23	62361	"1000062-61-9"	86
"LibSrch_33"	12	9.291	2.23	62312	"006753-98-6"	86
"LibSrch_33"	13	9.355	0.47	62421	"023986-74-5"	89
"LibSrch_33"	13	9.355	0.47	62441	"000483-76-1"	81
"LibSrch_33"	13	9.355	0.47	62246	"003856-25-5"	58
"LibSrch_33"	14	9.459	0.98	62474	"000514-51-2"	96
"LibSrch_33"	14	9.459	0.98	62429	"056348-21-1"	95
"LibSrch_33"	14	9.459	0.98	62531	"051898-92-1"	92
"LibSrch_33"	15	9.507	1.33	62470	"031983-22-9"	94
"LibSrch_33"	15	9.507	1.33	62258	"041702-63-0"	91
"LibSrch_33"	15	9.507	1.33	62291	"010208-80-7"	91
"LibSrch_33"	16	9.539	1.11	62379	"150320-52-8"	86
"LibSrch_33"	16	9.539	1.11	62421	"023986-74-5"	83
"LibSrch_33"	16	9.539	1.11	62445	"005951-67-7"	78
"LibSrch_33"	17	9.627	2.13	62439	"000483-76-1"	93
"LibSrch_33"	17	9.627	2.13	62440	"000483-76-1"	90
"LibSrch_33"	17	9.627	2.13	62497	"000523-47-7"	90
"LibSrch_33"	18	9.675	12.35	62438	"000483-76-1"	84
"LibSrch_33"	18	9.675	12.35	62525	"030021-74-0"	78
"LibSrch_33"	18	9.675	12.35	62330	"054324-03-7"	70
"LibSrch_33"	19	9.748	0.77	62407	"016728-99-7"	81
"LibSrch_33"	19	9.748	0.77	62247	"014912-44-8"	76
"LibSrch_33"	19	9.748	0.77	62408	"016728-99-7"	68
"LibSrch_33"	20	10.076	3.49	76518	"072120-50-4"	92
"LibSrch_33"	20	10.076	3.49	62561	"005208-59-3"	43
"LibSrch_33"	20	10.076	3.49	34376	"1000185-18-1"	38
"LibSrch_33"	21	10.164	1.01	74749	"001139-30-6"	64
"LibSrch_33"	21	10.164	1.01	15714	"005113-87-1"	60
"LibSrch_33"	21	10.164	1.01	17082	"000612-16-8"	55
"LibSrch_33"	22	10.397	0.85	62408	"016728-99-7"	90
"LibSrch_33"	22	10.397	0.85	62407	"016728-99-7"	89
"LibSrch_33"	22	10.397	0.85	62480	"000475-20-7"	52
"LibSrch_33"	23	10.493	0.67	62379	"150320-52-8"	89
"LibSrch_33"	23	10.493	0.67	62530	"030021-74-0"	70
"LibSrch_33"	23	10.493	0.67	62517	"039029-41-9"	64
"LibSrch_33"	24	10.581	0.59	62428	"003242-08-8"	47
"LibSrch_33"	24	10.581	0.59	62515	"087064-18-4"	42
"LibSrch_33"	24	10.581	0.59	62414	"000483-75-0"	38
"LibSrch_33"	25	10.717	4.08	62532	"020071-49-2"	78
"LibSrch_33"	25	10.717	4.08	62540	"000489-39-4"	70
"LibSrch_33"	25	10.717	4.08	62452	"000515-17-3"	70
"LibSrch_33"	26	11.535	0.43	5973	"002808-80-2"	43
"LibSrch_33"	26	11.535	0.43	5914	"070688-47-0"	43
"LibSrch_33"	26	11.535	0.43	10498	"019447-29-1"	38
"LibSrch_33"	27	13.274	1.24	115470	"001686-67-5"	53
"LibSrch_33"	27	13.274	1.24	147313	"104255-77-8"	47
"LibSrch_33"	27	13.274	1.24	147314	"104255-77-8"	43
"LibSrch_33"	28	15.174	1.93	126308	"023837-99-2"	46
"LibSrch_33"	28	15.174	1.93	126339	"006673-73-0"	46
"LibSrch_33"	28	15.174	1.93	126234	"002398-99-4"	46
"LibSrch_33"	29	15.262	0.47	64726	"065505-24-0"	22
"LibSrch_33"	29	15.262	0.47	128672	"056700-86-8"	22
"LibSrch_33"	29	15.262	0.47	126311	"007715-48-2"	22
"LibSrch_33"	30	15.647	1.07	149060	"019907-21-2"	35
"LibSrch_33"	30	15.647	1.07	91081	"1000284-82-7"	30
"LibSrch_33"	30	15.647	1.07	137329	"350680-10-3"	18
"LibSrch_33"	31	15.703	1.69	149061	"003513-69-7"	38
"LibSrch_33"	31	15.703	1.69	149067	"001686-54-0"	35
"LibSrch_33"	31	15.703	1.69	149063	"003730-56-1"	30
"LibSrch_33"	32	15.951	1.16	147596	"001235-74-1"	86
"LibSrch_33"	32	15.951	1.16	169429	"1000315-37-3"	59
"LibSrch_33"	32	15.951	1.16	89372	"1000222-18-6"	59
"LibSrch_34"	1	7.495	54.42	16250	"000099-89-8"	95
"LibSrch_34"	1	7.495	54.42	16258	"000618-45-1"	91
"LibSrch_34"	1	7.495	54.42	16236	"001687-64-5"	90
"LibSrch_34"	2	7.968	5.68	56274	"000076-49-3"	93
"LibSrch_34"	2	7.968	5.68	56390	"005655-61-8"	83
"LibSrch_34"	2	7.968	5.68	56372	"092618-89-8"	76
"LibSrch_34"	3	8.257	1.05	16255	"000618-45-1"	64
"LibSrch_34"	3	8.257	1.05	42806	"036438-57-0"	59
"LibSrch_34"	3	8.257	1.05	15621	"016609-28-2"	47
"LibSrch_34"	4	9.05	17.09	62261	"000087-44-5"	91
"LibSrch_34"	4	9.05	17.09	62378	"242794-76-9"	62
"LibSrch_34"	4	9.05	17.09	51791	"1000062-28-4"	55
"LibSrch_34"	5	9.291	2.22	62311	"006753-98-6"	94
"LibSrch_34"	5	9.291	2.22	62310	"006753-98-6"	89
"LibSrch_34"	5	9.291	2.22	15614	"003338-55-4"	87
"LibSrch_34"	6	9.459	1.29	62532	"020071-49-2"	95
"LibSrch_34"	6	9.459	1.29	62474	"000514-51-2"	89
"LibSrch_34"	6	9.459	1.29	62293	"1000156-12-4"	56
"LibSrch_34"	7	9.627	1.52	62439	"000483-76-1"	98
"LibSrch_34"	7	9.627	1.52	62440	"000483-76-1"	89
"LibSrch_34"	7	9.627	1.52	62497	"000523-47-7"	74
"LibSrch_34"	8	10.084	2.88	76518	"072120-50-4"	70
"LibSrch_34"	8	10.084	2.88	62298	"1000293-01-9"	37
"LibSrch_34"	8	10.084	2.88	98740	"016933-89-4"	35
"LibSrch_34"	9	10.164	0.96	149024	"1000336-45-9"	43
"LibSrch_34"	9	10.164	0.96	138434	"010417-94-4"	38
"LibSrch_34"	9	10.164	0.96	33028	"055092-12-1"	38
"LibSrch_34"	10	10.717	9.59	62540	"000489-39-4"	89
"LibSrch_34"	10	10.717	9.59	62532	"020071-49-2"	78
"LibSrch_34"	10	10.717	9.59	62534	"000489-29-2"	78
"LibSrch_34"	11	10.806	1.46	149062	"019402-34-7"	60
"LibSrch_34"	11	10.806	1.46	148774	"332037-11-3"	53
"LibSrch_34"	11	10.806	1.46	103504	"1000274-14-1"	49
"LibSrch_34"	12	13.908	0.94	27875	"002216-51-5"	35
"LibSrch_34"	12	13.908	0.94	27828	"021129-27-1"	35
"LibSrch_34"	12	13.908	0.94	133805	"000150-86-7"	32
"LibSrch_34"	13	15.174	0.92	126311	"007715-48-2"	35
"LibSrch_34"	13	15.174	0.92	126238	"031262-37-0"	35
"LibSrch_34"	13	15.174	0.92	126347	"095138-20-8"	22
"LibSrch_35"	1	4.778	0.53	15707	"002437-95-8"	87
"LibSrch_35"	1	4.778	0.53	15517	"007785-70-8"	87
"LibSrch_35"	1	4.778	0.53	15706	"002867-05-2"	72
"LibSrch_35"	2	4.874	0.46	15517	"007785-70-8"	53
"LibSrch_35"	2	4.874	0.46	15707	"002437-95-8"	46
"LibSrch_35"	2	4.874	0.46	15511	"000080-56-8"	46
"LibSrch_35"	3	5.283	3.75	15500	"000127-91-3"	97
"LibSrch_35"	3	5.283	3.75	15721	"018172-67-3"	95
"LibSrch_35"	3	5.283	3.75	15704	"003387-41-5"	91
"LibSrch_35"	4	5.347	3.24	15500	"000127-91-3"	96
"LibSrch_35"	4	5.347	3.24	15721	"018172-67-3"	94
"LibSrch_35"	4	5.347	3.24	15517	"007785-70-8"	93
"LibSrch_35"	5	5.556	1.04	15707	"002437-95-8"	91
"LibSrch_35"	5	5.556	1.04	15517	"007785-70-8"	90
"LibSrch_35"	5	5.556	1.04	15686	"000099-85-4"	90
"LibSrch_35"	6	5.62	0.96	15515	"007785-70-8"	87
"LibSrch_35"	6	5.62	0.96	15514	"007785-26-4"	87
"LibSrch_35"	6	5.62	0.96	15705	"028634-89-1"	83
"LibSrch_35"	7	5.756	0.93	15478	"000138-86-3"	81
"LibSrch_35"	7	5.756	0.93	15580	"003760-14-3"	76
"LibSrch_35"	7	5.756	0.93	15483	"000138-86-3"	70
"LibSrch_35"	8	5.804	2.33	15678	"000099-85-4"	83
"LibSrch_35"	8	5.804	2.33	15663	"000499-97-8"	74
"LibSrch_35"	8	5.804	2.33	15527	"000555-10-2"	72
"LibSrch_35"	9	6.293	1.29	15665	"000586-62-9"	94
"LibSrch_35"	9	6.293	1.29	15671	"000586-62-9"	93
"LibSrch_35"	9	6.293	1.29	15480	"013466-78-9"	91
"LibSrch_35"	10	7.495	25.79	16250	"000099-89-8"	97
"LibSrch_35"	10	7.495	25.79	16236	"001687-64-5"	90
"LibSrch_35"	10	7.495	25.79	16258	"000618-45-1"	90
"LibSrch_35"	11	7.968	6.75	56274	"000076-49-3"	99
"LibSrch_35"	11	7.968	6.75	56372	"092618-89-8"	96
"LibSrch_35"	11	7.968	6.75	56370	"092618-89-8"	95
"LibSrch_35"	12	8.433	1.37	62283	"017699-14-8"	98
"LibSrch_35"	12	8.433	1.37	62286	"017699-14-8"	95
"LibSrch_35"	12	8.433	1.37	62285	"017699-14-8"	94
"LibSrch_35"	13	8.69	1.27	62285	"017699-14-8"	81
"LibSrch_35"	13	8.69	1.27	62286	"017699-14-8"	80
"LibSrch_35"	13	8.69	1.27	62245	"003856-25-5"	72
"LibSrch_35"	14	8.754	1.79	62563	"013744-15-5"	98
"LibSrch_35"	14	8.754	1.79	62562	"013744-15-5"	93
"LibSrch_35"	14	8.754	1.79	62379	"150320-52-8"	93
"LibSrch_35"	15	9.05	11.03	62261	"000087-44-5"	97
"LibSrch_35"	15	9.05	11.03	62263	"000087-44-5"	83
"LibSrch_35"	15	9.05	11.03	62378	"242794-76-9"	70
"LibSrch_35"	16	9.291	1.64	62311	"006753-98-6"	99
"LibSrch_35"	16	9.291	1.64	62310	"006753-98-6"	92
"LibSrch_35"	16	9.291	1.64	62309	"006753-98-6"	90
"LibSrch_35"	17	9.355	0.59	62441	"000483-76-1"	64
"LibSrch_35"	17	9.355	0.59	41647	"058502-85-5"	64
"LibSrch_35"	17	9.355	0.59	62330	"054324-03-7"	62
"LibSrch_35"	18	9.451	0.66	62246	"003856-25-5"	94
"LibSrch_35"	18	9.451	0.66	62563	"013744-15-5"	89
"LibSrch_35"	18	9.451	0.66	31232	"000086-95-3"	64
"LibSrch_35"	19	9.507	1.66	62470	"031983-22-9"	98
"LibSrch_35"	19	9.507	1.66	62525	"030021-74-0"	93
"LibSrch_35"	19	9.507	1.66	62291	"010208-80-7"	90
"LibSrch_35"	20	9.539	1.29	62421	"023986-74-5"	90
"LibSrch_35"	20	9.539	1.29	62563	"013744-15-5"	90
"LibSrch_35"	20	9.539	1.29	62525	"030021-74-0"	81
"LibSrch_35"	21	9.627	2.4	62439	"000483-76-1"	95
"LibSrch_35"	21	9.627	2.4	62497	"000523-47-7"	94
"LibSrch_35"	21	9.627	2.4	62441	"000483-76-1"	94
"LibSrch_35"	22	9.667	19.64	62525	"030021-74-0"	89
"LibSrch_35"	22	9.667	19.64	62517	"039029-41-9"	78
"LibSrch_35"	22	9.667	19.64	62330	"054324-03-7"	70
"LibSrch_35"	23	9.748	1.16	62407	"016728-99-7"	68
"LibSrch_35"	23	9.748	1.16	62285	"017699-14-8"	64
"LibSrch_35"	23	9.748	1.16	62245	"003856-25-5"	64
"LibSrch_35"	24	10.076	4.28	76518	"072120-50-4"	72
"LibSrch_35"	24	10.076	4.28	16755	"024519-04-8"	32
"LibSrch_35"	24	10.076	4.28	10103	"000589-33-3"	30
"LibSrch_35"	25	10.164	0.4	54567	"1000159-14-3"	27
